version,progress,y_lag,Epi_lead,Rsq_Epi
1.0,4.0,1.0,0.5921166712748658,0.9978175674709409
1.0,4.0,1.5,0.8164707495660508,0.9978175674709409
1.0,4.0,2.0,1.0295676535569749,0.9978175674709409
1.0,4.0,2.5,1.2389529979118439,0.9978175674709409
1.0,4.0,3.0,1.448338342266713,0.9978175674709409
1.0,4.0,3.5,1.6577236866215823,0.9978175674709409
1.0,5.0,-3.5,-1.5892393747599818,0.9989191079060933
1.0,5.0,-3.0,-1.3627545264494292,0.9989191079060933
1.0,5.0,-2.5,-1.1362696781388766,0.9989191079060933
1.0,5.0,-2.0,-0.909784829828324,0.9989191079060933
1.0,5.0,-1.5,-0.6832999815177714,0.9989191079060933
1.0,5.0,-1.0,-0.4568151332072188,0.9989191079060933
1.0,5.0,-0.5,-0.1858767102779647,0.9989191079060933
1.0,5.0,0.0,0.17268911970454826,0.9989191079060933
1.0,5.0,0.5,0.43768533361432876,0.9989191079060933
1.0,5.0,1.0,0.6811538304946232,0.9989191079060933
1.0,5.0,1.5,0.9246223273749175,0.9989191079060933
1.0,5.0,2.0,1.14832063160179,0.9989191079060933
1.0,5.0,2.5,1.3709012636582358,0.9989191079060933
1.0,5.0,3.0,1.593481895714682,0.9989191079060933
1.0,5.0,3.5,1.816062527771128,0.9989191079060933
1.0,6.0,-3.5,-1.7949295231665066,0.999513627186864
1.0,6.0,-3.0,-1.5425883720782414,0.999513627186864
1.0,6.0,-2.5,-1.2902472209899762,0.999513627186864
1.0,6.0,-2.0,-1.0379060699017113,0.999513627186864
1.0,6.0,-1.5,-0.7855649188134465,0.999513627186864
1.0,6.0,-1.0,-0.5171802760673276,0.999513627186864
1.0,6.0,-0.5,-0.21676746580881018,0.999513627186864
1.0,6.0,0.0,0.20545952149270905,0.999513627186864
1.0,6.0,0.5,0.5146701237117606,0.999513627186864
1.0,6.0,1.0,0.7735514885448604,0.999513627186864
1.0,6.0,1.5,1.0283817691677521,0.999513627186864
1.0,6.0,2.0,1.2615176884766641,0.999513627186864
1.0,6.0,2.5,1.494653607785576,0.999513627186864
1.0,6.0,3.0,1.727789527094488,0.999513627186864
1.0,6.0,3.5,1.9515991024269699,0.999513627186864
1.0,7.0,-3.5,-1.8536955851596144,0.9996508565870663
1.0,7.0,-3.0,-1.6132971939710994,0.9996508565870663
1.0,7.0,-2.5,-1.372898802782584,0.9996508565870663
1.0,7.0,-2.0,-1.1325004115940687,0.9996508565870663
1.0,7.0,-1.5,-0.8913424632386717,0.9996508565870663
1.0,7.0,-1.0,-0.5996342916376057,0.9996508565870663
1.0,7.0,-0.5,-0.30640446474517014,0.9996508565870663
1.0,7.0,0.0,0.17383902759970152,0.9996508565870663
1.0,7.0,0.5,0.5754935119501451,0.9996508565870663
1.0,7.0,1.0,0.8564894758898061,0.9996508565870663
1.0,7.0,1.5,1.1158630583745237,0.9996508565870663
1.0,7.0,2.0,1.3413619915012278,0.9996508565870663
1.0,7.0,2.5,1.5543314107022188,0.9996508565870663
1.0,7.0,3.0,1.7673008299032098,0.9996508565870663
1.0,7.0,3.5,1.9802702491042008,0.9996508565870663
1.0,8.0,-3.5,-1.9081448031603063,0.9997178202668856
1.0,8.0,-3.0,-1.6758705120357813,0.9997178202668856
1.0,8.0,-2.5,-1.4435962209112558,0.9997178202668856
1.0,8.0,-2.0,-1.2113219297867308,0.9997178202668856
1.0,8.0,-1.5,-0.9778886787257479,0.9997178202668856
1.0,8.0,-1.0,-0.6829466062048317,0.9997178202668856
1.0,8.0,-0.5,-0.3253283065740885,0.9997178202668856
1.0,8.0,0.0,0.16901220530191044,0.9997178202668856
1.0,8.0,0.5,0.6274757634972781,0.9997178202668856
1.0,8.0,1.0,0.9409354639715793,0.9997178202668856
1.0,8.0,1.5,1.1921393003107785,0.9997178202668856
1.0,8.0,2.0,1.3989254397550617,0.9997178202668856
1.0,8.0,2.5,1.6057115791993448,0.9997178202668856
1.0,8.0,3.0,1.8124977186436277,0.9997178202668856
1.0,8.0,3.5,2.0192838580879107,0.9997178202668856
1.0,9.0,-3.5,-1.9544991144710413,0.9997711035961773
1.0,9.0,-3.0,-1.7284203345172808,0.9997711035961773
1.0,9.0,-2.5,-1.5023415545635204,0.9997711035961773
1.0,9.0,-2.0,-1.2762627746097601,0.9997711035961773
1.0,9.0,-1.5,-1.0501839946559994,0.9997711035961773
1.0,9.0,-1.0,-0.7377544990652763,0.9997711035961773
1.0,9.0,-0.5,-0.339318334063251,0.9997711035961773
1.0,9.0,0.0,0.16658386553803187,0.9997711035961773
1.0,9.0,0.5,0.6668227319671233,0.9997711035961773
1.0,9.0,1.0,0.9920437691726464,0.9997711035961773
1.0,9.0,1.5,1.2378653411883551,0.9997711035961773
1.0,9.0,2.0,1.4424888756426992,0.9997711035961773
1.0,9.0,2.5,1.6471124100970433,0.9997711035961773
1.0,9.0,3.0,1.8517359445513875,0.9997711035961773
1.0,9.0,3.5,2.0563594790057316,0.9997711035961773
1.0,10.0,-3.5,-1.9974403134429803,0.9998406627278613
1.0,10.0,-3.0,-1.7758761821288758,0.9998406627278613
1.0,10.0,-2.5,-1.554312050814771,0.9998406627278613
1.0,10.0,-2.0,-1.3327479195006664,0.9998406627278613
1.0,10.0,-1.5,-1.1111837881865616,0.9998406627278613
1.0,10.0,-1.0,-0.7612869035818008,0.9998406627278613
1.0,10.0,-0.5,-0.3523258440218582,0.9998406627278613
1.0,10.0,0.0,0.16347261505897542,0.9998406627278613
1.0,10.0,0.5,0.6758733096629873,0.9998406627278613
1.0,10.0,1.0,1.0266500842935566,0.9998406627278613
1.0,10.0,1.5,1.2737889382124084,0.9998406627278613
1.0,10.0,2.0,1.4758061827989137,0.9998406627278613
1.0,10.0,2.5,1.6778234273854191,0.9998406627278613
1.0,10.0,3.0,1.879840671971924,0.9998406627278613
1.0,10.0,3.5,2.08185791655843,0.9998406627278613
1.0,11.0,-3.5,-2.0259270791942834,0.9999142662985664
1.0,11.0,-3.0,-1.8113927463421677,0.9999142662985664
1.0,11.0,-2.5,-1.5968584134900508,0.9999142662985664
1.0,11.0,-2.0,-1.3823240806379347,0.9999142662985664
1.0,11.0,-1.5,-1.1637665289159402,0.9999142662985664
1.0,11.0,-1.0,-0.7913008617901007,0.9999142662985664
1.0,11.0,-0.5,-0.3452501159735391,0.9999142662985664
1.0,11.0,0.0,0.1829960831539647,0.9999142662985664
1.0,11.0,0.5,0.69002781125471,0.9999142662985664
1.0,11.0,1.0,1.038492317790689,0.9999142662985664
1.0,11.0,1.5,1.3006686373505734,0.9999142662985664
1.0,11.0,2.0,1.5046092219137508,0.9999142662985664
1.0,11.0,2.5,1.7040453948796876,0.9999142662985664
1.0,11.0,3.0,1.9034815678456245,0.9999142662985664
1.0,11.0,3.5,2.1029177408115616,0.9999142662985664
1.0,12.0,-3.5,-2.0539423987929086,0.9999536161036099
1.0,12.0,-3.0,-1.8406287621831547,0.9999536161036099
1.0,12.0,-2.5,-1.6273151255734006,0.9999536161036099
1.0,12.0,-2.0,-1.4140014889636463,0.9999536161036099
1.0,12.0,-1.5,-1.1946406987389895,0.9999536161036099
1.0,12.0,-1.0,-0.8042732741959382,0.9999536161036099
1.0,12.0,-0.5,-0.3407959492175241,0.9999536161036099
1.0,12.0,0.0,0.1856385132306006,0.9999536161036099
1.0,12.0,0.5,0.6926616628067537,0.9999536161036099
1.0,12.0,1.0,1.0495214569491702,0.9999536161036099
1.0,12.0,1.5,1.3091902106613618,0.9999536161036099
1.0,12.0,2.0,1.5297927564892457,0.9999536161036099
1.0,12.0,2.5,1.7270825877309373,0.9999536161036099
1.0,12.0,3.0,1.9243724189726288,0.9999536161036099
1.0,12.0,3.5,2.12166225021432,0.9999536161036099
1.0,13.0,-3.5,-2.067861653919575,0.9999724762805309
1.0,13.0,-3.0,-1.8590261221716806,0.9999724762805309
1.0,13.0,-2.5,-1.6501905904237852,0.9999724762805309
1.0,13.0,-2.0,-1.4413550586758903,0.9999724762805309
1.0,13.0,-1.5,-1.1877341304695723,0.9999724762805309
1.0,13.0,-1.0,-0.8165148673216875,0.9999724762805309
1.0,13.0,-0.5,-0.3379174138980559,0.9999724762805309
1.0,13.0,0.0,0.1766142552606679,0.9999724762805309
1.0,13.0,0.5,0.6793532264303586,0.9999724762805309
1.0,13.0,1.0,1.0490295612271527,0.9999724762805309
1.0,13.0,1.5,1.3116230935703432,0.9999724762805309
1.0,13.0,2.0,1.5521193652541787,0.9999724762805309
1.0,13.0,2.5,1.7447126554409884,0.9999724762805309
1.0,13.0,3.0,1.937305945627798,0.9999724762805309
1.0,13.0,3.5,2.129899235814608,0.9999724762805309
1.0,14.0,-3.5,-2.0650688717637413,0.9999811757307817
1.0,14.0,-3.0,-1.868275923546923,0.9999811757307817
1.0,14.0,-2.5,-1.6714829753301057,0.9999811757307817
1.0,14.0,-2.0,-1.4734431423924037,0.9999811757307817
1.0,14.0,-1.5,-1.1799894817801437,0.9999811757307817
1.0,14.0,-1.0,-0.8213380971502432,0.9999811757307817
1.0,14.0,-0.5,-0.34451116178524177,0.9999811757307817
1.0,14.0,0.0,0.18080595871412142,0.9999811757307817
1.0,14.0,0.5,0.6907660366847987,0.9999811757307817
1.0,14.0,1.0,1.0634991080866443,0.9999811757307817
1.0,14.0,1.5,1.3220535573320786,0.9999811757307817
1.0,14.0,2.0,1.5694636014085477,0.9999811757307817
1.0,14.0,2.5,1.758283028721324,0.9999811757307817
1.0,14.0,3.0,1.9471024560341004,0.9999811757307817
1.0,14.0,3.5,2.1359218833468767,0.9999811757307817
1.0,15.0,-3.5,-2.0676058652294813,0.999976953801727
1.0,15.0,-3.0,-1.8769041524637367,0.999976953801727
1.0,15.0,-2.5,-1.686202439697993,0.999976953801727
1.0,15.0,-2.0,-1.4534180410044115,0.999976953801727
1.0,15.0,-1.5,-1.1833571487114596,0.999976953801727
1.0,15.0,-1.0,-0.8379002424085896,0.999976953801727
1.0,15.0,-0.5,-0.36210330748644004,0.999976953801727
1.0,15.0,0.0,0.18602539867745516,0.999976953801727
1.0,15.0,0.5,0.6993506658321238,0.999976953801727
1.0,15.0,1.0,1.0703655258720655,0.999976953801727
1.0,15.0,1.5,1.325910473689129,0.999976953801727
1.0,15.0,2.0,1.5752499555312678,0.999976953801727
1.0,15.0,2.5,1.7647602071840336,0.999976953801727
1.0,15.0,3.0,1.9542704588367996,0.999976953801727
1.0,15.0,3.5,2.1437807104895654,0.999976953801727
1.0,16.0,-3.5,-2.0629279633190083,0.999982101305768
1.0,16.0,-3.0,-1.8784892100869517,0.999982101305768
1.0,16.0,-2.5,-1.694050456854896,0.999982101305768
1.0,16.0,-2.0,-1.4489723610390186,0.999982101305768
1.0,16.0,-1.5,-1.1949626358095649,0.999982101305768
1.0,16.0,-1.0,-0.8494545950411827,0.999982101305768
1.0,16.0,-0.5,-0.3879968555339341,0.999982101305768
1.0,16.0,0.0,0.16339147612463412,0.999982101305768
1.0,16.0,0.5,0.7075604226603923,0.999982101305768
1.0,16.0,1.0,1.079446533183083,0.999982101305768
1.0,16.0,1.5,1.3390807676322032,0.999982101305768
1.0,16.0,2.0,1.5842143334542067,0.999982101305768
1.0,16.0,2.5,1.7782278396404254,0.999982101305768
1.0,16.0,3.0,1.9722413458266441,0.999982101305768
1.0,16.0,3.5,2.166254852012863,0.999982101305768
1.0,17.0,-3.5,-2.089671603000246,0.9999821097796882
1.0,17.0,-3.0,-1.905564536831049,0.9999821097796882
1.0,17.0,-2.5,-1.7034820871994025,0.9999821097796882
1.0,17.0,-2.0,-1.4516236098067221,0.9999821097796882
1.0,17.0,-1.5,-1.195287694221821,0.9999821097796882
1.0,17.0,-1.0,-0.8474544594154277,0.9999821097796882
1.0,17.0,-0.5,-0.3816453775173164,0.9999821097796882
1.0,17.0,0.0,0.15514278122947683,0.9999821097796882
1.0,17.0,0.5,0.691065407185293,0.9999821097796882
1.0,17.0,1.0,1.0899119764014922,0.9999821097796882
1.0,17.0,1.5,1.346969480615889,0.9999821097796882
1.0,17.0,2.0,1.5920702254803825,0.9999821097796882
1.0,17.0,2.5,1.7853355205457173,0.9999821097796882
1.0,17.0,3.0,1.9786008156110522,0.9999821097796882
1.0,17.0,3.5,2.1718661106763872,0.9999821097796882
1.0,18.0,-3.5,-2.0985376800443407,0.9999841665860227
1.0,18.0,-3.0,-1.913515806364537,0.9999841665860227
1.0,18.0,-2.5,-1.7101349400650858,0.9999841665860227
1.0,18.0,-2.0,-1.459419770673128,0.9999841665860227
1.0,18.0,-1.5,-1.1972190175908384,0.9999841665860227
1.0,18.0,-1.0,-0.8461179680557906,0.9999841665860227
1.0,18.0,-0.5,-0.36996989738682073,0.9999841665860227
1.0,18.0,0.0,0.16026742692533916,0.9999841665860227
1.0,18.0,0.5,0.6857625597394841,0.9999841665860227
1.0,18.0,1.0,1.0921125444404285,0.9999841665860227
1.0,18.0,1.5,1.3495832660623133,0.9999841665860227
1.0,18.0,2.0,1.5969716677521735,0.9999841665860227
1.0,18.0,2.5,1.788369599433039,0.9999841665860227
1.0,18.0,3.0,1.9797675311139047,0.9999841665860227
1.0,18.0,3.5,2.1711654627947703,0.9999841665860227
1.0,19.0,-3.5,-2.1155256778485705,0.9999857481778469
1.0,19.0,-3.0,-1.9233971631930011,0.9999857481778469
1.0,19.0,-2.5,-1.7228589730835906,0.9999857481778469
1.0,19.0,-2.0,-1.4680757599859995,0.9999857481778469
1.0,19.0,-1.5,-1.2024783874455793,0.9999857481778469
1.0,19.0,-1.0,-0.8491350445399992,0.9999857481778469
1.0,19.0,-0.5,-0.3514845566212501,0.9999857481778469
1.0,19.0,0.0,0.17520873632081352,0.9999857481778469
1.0,19.0,0.5,0.6766102717135837,0.9999857481778469
1.0,19.0,1.0,1.0755706053787337,0.9999857481778469
1.0,19.0,1.5,1.3514815151028037,0.9999857481778469
1.0,19.0,2.0,1.5975674861067555,0.9999857481778469
1.0,19.0,2.5,1.7901385787899984,0.9999857481778469
1.0,19.0,3.0,1.9827096714732417,0.9999857481778469
1.0,19.0,3.5,2.1752807641564846,0.9999857481778469
1.0,20.0,-3.5,-2.1245932140355235,0.9999848144451658
1.0,20.0,-3.0,-1.9253527085495905,0.9999848144451658
1.0,20.0,-2.5,-1.7187639345576657,0.9999848144451658
1.0,20.0,-2.0,-1.4625090117499082,0.9999848144451658
1.0,20.0,-1.5,-1.2045875081450246,0.9999848144451658
1.0,20.0,-1.0,-0.8546795441938897,0.9999848144451658
1.0,20.0,-0.5,-0.36836858551685736,0.9999848144451658
1.0,20.0,0.0,0.16202216868895764,0.9999848144451658
1.0,20.0,0.5,0.6803883456163481,0.9999848144451658
1.0,20.0,1.0,1.0803561818114364,0.9999848144451658
1.0,20.0,1.5,1.3505147846529617,0.9999848144451658
1.0,20.0,2.0,1.5871004345468327,0.9999848144451658
1.0,20.0,2.5,1.7847944071881159,0.9999848144451658
1.0,20.0,3.0,1.9824883798293986,0.9999848144451658
1.0,20.0,3.5,2.180182352470682,0.9999848144451658
1.0,21.0,-3.5,-2.1130438548246544,0.9999846296094611
1.0,21.0,-3.0,-1.9132186630254806,0.9999846296094611
1.0,21.0,-2.5,-1.713393471226307,0.9999846296094611
1.0,21.0,-2.0,-1.4647058642977557,0.9999846296094611
1.0,21.0,-1.5,-1.2074957323887623,0.9999846296094611
1.0,21.0,-1.0,-0.8529286383264005,0.9999846296094611
1.0,21.0,-0.5,-0.36221523968184227,0.9999846296094611
1.0,21.0,0.0,0.18467656018729928,0.9999846296094611
1.0,21.0,0.5,0.695954708901932,0.9999846296094611
1.0,21.0,1.0,1.0813738955805015,0.9999846296094611
1.0,21.0,1.5,1.3455874847275031,0.9999846296094611
1.0,21.0,2.0,1.591174709121117,0.9999846296094611
1.0,21.0,2.5,1.784738689460136,0.9999846296094611
1.0,21.0,3.0,1.9783026697991546,0.9999846296094611
1.0,21.0,3.5,2.171866650138173,0.9999846296094611
1.0,22.0,-3.5,-2.1141018609031828,0.9999871736147364
1.0,22.0,-3.0,-1.9124702829810252,0.9999871736147364
1.0,22.0,-2.5,-1.710838705058868,0.9999871736147364
1.0,22.0,-2.0,-1.4681014039398175,0.9999871736147364
1.0,22.0,-1.5,-1.2041258871588285,0.9999871736147364
1.0,22.0,-1.0,-0.8550186221227348,0.9999871736147364
1.0,22.0,-0.5,-0.3727897189789209,0.9999871736147364
1.0,22.0,0.0,0.1620627248762685,0.9999871736147364
1.0,22.0,0.5,0.6742762716328912,0.9999871736147364
1.0,22.0,1.0,1.0617691383117427,0.9999871736147364
1.0,22.0,1.5,1.3336192186338567,0.9999871736147364
1.0,22.0,2.0,1.580254645557098,0.9999871736147364
1.0,22.0,2.5,1.7894735621152418,0.9999871736147364
1.0,22.0,3.0,1.9863931215725397,0.9999871736147364
1.0,22.0,3.5,2.183312681029838,0.9999871736147364
1.0,23.0,-3.5,-2.1100439533355977,0.999991132415392
1.0,23.0,-3.0,-1.9081753726070174,0.999991132415392
1.0,23.0,-2.5,-1.706306791878437,0.999991132415392
1.0,23.0,-2.0,-1.4728941031243297,0.999991132415392
1.0,23.0,-1.5,-1.209109550480301,0.999991132415392
1.0,23.0,-1.0,-0.8610588740129463,0.999991132415392
1.0,23.0,-0.5,-0.38232992630488355,0.999991132415392
1.0,23.0,0.0,0.16412008248394663,0.999991132415392
1.0,23.0,0.5,0.6722303942807986,0.999991132415392
1.0,23.0,1.0,1.0589663633214146,0.999991132415392
1.0,23.0,1.5,1.3347531214334816,0.999991132415392
1.0,23.0,2.0,1.5772243144937976,0.999991132415392
1.0,23.0,2.5,1.7843922152746519,0.999991132415392
1.0,23.0,3.0,1.9806698872736346,0.999991132415392
1.0,23.0,3.5,2.1769475592726173,0.999991132415392
1.0,24.0,-3.5,-2.1186796838004818,0.9999936476313441
1.0,24.0,-3.0,-1.9158434664316215,0.9999936476313441
1.0,24.0,-2.5,-1.7130072490627608,0.9999936476313441
1.0,24.0,-2.0,-1.4715344616915753,0.9999936476313441
1.0,24.0,-1.5,-1.2114140910090412,0.9999936476313441
1.0,24.0,-1.0,-0.8733655054839363,0.9999936476313441
1.0,24.0,-0.5,-0.39060811982277843,0.9999936476313441
1.0,24.0,0.0,0.13882874744501716,0.9999936476313441
1.0,24.0,0.5,0.6554903304045773,0.9999936476313441
1.0,24.0,1.0,1.0577946153220255,0.9999936476313441
1.0,24.0,1.5,1.329099910844115,0.9999936476313441
1.0,24.0,2.0,1.5736355338490355,0.9999936476313441
1.0,24.0,2.5,1.7796031826246719,0.9999936476313441
1.0,24.0,3.0,1.9750365037817184,0.9999936476313441
1.0,24.0,3.5,2.1704698249387646,0.9999936476313441
1.0,25.0,-3.5,-2.122168024552894,0.999990642784648
1.0,25.0,-3.0,-1.9196922392317883,0.999990642784648
1.0,25.0,-2.5,-1.717216453910683,0.999990642784648
1.0,25.0,-2.0,-1.4703674741633455,0.999990642784648
1.0,25.0,-1.5,-1.2130239016088797,0.999990642784648
1.0,25.0,-1.0,-0.8731109384449451,0.999990642784648
1.0,25.0,-0.5,-0.40884127311267937,0.999990642784648
1.0,25.0,0.0,0.16020956030462313,0.999990642784648
1.0,25.0,0.5,0.666018704197515,0.999990642784648
1.0,25.0,1.0,1.057434592777194,0.999990642784648
1.0,25.0,1.5,1.332678737998937,0.999990642784648
1.0,25.0,2.0,1.5726890066060986,0.999990642784648
1.0,25.0,2.5,1.77607736762594,0.999990642784648
1.0,25.0,3.0,1.969265743364133,0.999990642784648
1.0,25.0,3.5,2.162454119102326,0.999990642784648
1.0,26.0,-3.5,-2.1353905723448747,0.9999887969867199
1.0,26.0,-3.0,-1.9318322014169529,0.9999887969867199
1.0,26.0,-2.5,-1.7282738304890306,0.9999887969867199
1.0,26.0,-2.0,-1.4750392581931142,0.9999887969867199
1.0,26.0,-1.5,-1.2161766421965017,0.9999887969867199
1.0,26.0,-1.0,-0.8638768622428082,0.9999887969867199
1.0,26.0,-0.5,-0.38695994049297633,0.9999887969867199
1.0,26.0,0.0,0.1456604343171532,0.9999887969867199
1.0,26.0,0.5,0.666315128931156,0.9999887969867199
1.0,26.0,1.0,1.0616204076646094,0.9999887969867199
1.0,26.0,1.5,1.332811832298727,0.9999887969867199
1.0,26.0,2.0,1.574834370016578,0.9999887969867199
1.0,26.0,2.5,1.7755496742760057,0.9999887969867199
1.0,26.0,3.0,1.9686335766212903,0.9999887969867199
1.0,26.0,3.5,2.1617174789665756,0.9999887969867199
1.0,27.0,-3.5,-2.132840746484427,0.9999861565871372
1.0,27.0,-3.0,-1.9278311669369468,0.9999861565871372
1.0,27.0,-2.5,-1.7228215873894661,0.9999861565871372
1.0,27.0,-2.0,-1.4837187755099879,0.9999861565871372
1.0,27.0,-1.5,-1.2229388283741296,0.9999861565871372
1.0,27.0,-1.0,-0.8639949662312554,0.9999861565871372
1.0,27.0,-0.5,-0.4101048419555635,0.9999861565871372
1.0,27.0,0.0,0.11075084833905663,0.9999861565871372
1.0,27.0,0.5,0.658822981344241,0.9999861565871372
1.0,27.0,1.0,1.0524115168226376,0.9999861565871372
1.0,27.0,1.5,1.3306209751865676,0.9999861565871372
1.0,27.0,2.0,1.5670909464885379,0.9999861565871372
1.0,27.0,2.5,1.7788974293307518,0.9999861565871372
1.0,27.0,3.0,1.9707180015682235,0.9999861565871372
1.0,27.0,3.5,2.1625385738056955,0.9999861565871372
1.0,28.0,-3.5,-2.116583929329937,0.999986466782532
1.0,28.0,-3.0,-1.917022021091162,0.999986466782532
1.0,28.0,-2.5,-1.7174601128523865,0.999986466782532
1.0,28.0,-2.0,-1.493061838659162,0.999986466782532
1.0,28.0,-1.5,-1.2342398898552287,0.999986466782532
1.0,28.0,-1.0,-0.887001805821513,0.999986466782532
1.0,28.0,-0.5,-0.4189993377660912,0.999986466782532
1.0,28.0,0.0,0.12154490638234326,0.999986466782532
1.0,28.0,0.5,0.6404832837115326,0.999986466782532
1.0,28.0,1.0,1.0325957606696,0.999986466782532
1.0,28.0,1.5,1.3224393113998953,0.999986466782532
1.0,28.0,2.0,1.557678534912413,0.999986466782532
1.0,28.0,2.5,1.7771952991945752,0.999986466782532
1.0,28.0,3.0,1.968687203966869,0.999986466782532
1.0,28.0,3.5,2.160179108739163,0.999986466782532
1.0,29.0,-3.5,-2.128145819509515,0.9999852632588659
1.0,29.0,-3.0,-1.9261414963705308,0.9999852632588659
1.0,29.0,-2.5,-1.724137173231547,0.9999852632588659
1.0,29.0,-2.0,-1.4939349931724117,0.9999852632588659
1.0,29.0,-1.5,-1.2360544209678088,0.9999852632588659
1.0,29.0,-1.0,-0.8923597812152388,0.9999852632588659
1.0,29.0,-0.5,-0.4300046686067045,0.9999852632588659
1.0,29.0,0.0,0.12805013842402846,0.9999852632588659
1.0,29.0,0.5,0.6485797588320075,0.9999852632588659
1.0,29.0,1.0,1.0514459002034415,0.9999852632588659
1.0,29.0,1.5,1.3299126908842427,0.9999852632588659
1.0,29.0,2.0,1.5642811686060212,0.9999852632588659
1.0,29.0,2.5,1.780839679046303,0.9999852632588659
1.0,29.0,3.0,1.9701428057488928,0.9999852632588659
1.0,29.0,3.5,2.159445932451482,0.9999852632588659
1.0,30.0,-3.5,-2.12594085593127,0.9999872854999814
1.0,30.0,-3.0,-1.9268209441635036,0.9999872854999814
1.0,30.0,-2.5,-1.7277010323957371,0.9999872854999814
1.0,30.0,-2.0,-1.492227144572285,0.9999872854999814
1.0,30.0,-1.5,-1.2399182437780696,0.9999872854999814
1.0,30.0,-1.0,-0.8903102945529358,0.9999872854999814
1.0,30.0,-0.5,-0.41563151255957786,0.9999872854999814
1.0,30.0,0.0,0.12907150767268855,0.9999872854999814
1.0,30.0,0.5,0.6301020017514359,0.9999872854999814
1.0,30.0,1.0,1.0319508030814735,0.9999872854999814
1.0,30.0,1.5,1.3298327712337352,0.9999872854999814
1.0,30.0,2.0,1.5681207718071153,0.9999872854999814
1.0,30.0,2.5,1.7887227629922133,0.9999872854999814
1.0,30.0,3.0,1.980378463001256,0.9999872854999814
1.0,30.0,3.5,2.1720341630102986,0.9999872854999814
1.0,31.0,-3.5,-2.1250956180429696,0.9999878188247547
1.0,31.0,-3.0,-1.9276237438272035,0.9999878188247547
1.0,31.0,-2.5,-1.7301518696114377,0.9999878188247547
1.0,31.0,-2.0,-1.4920753458306102,0.9999878188247547
1.0,31.0,-1.5,-1.2367792853656634,0.9999878188247547
