eps_pi,eps_y,pi,y,Epi_lead,y_lag,path_number
0,0,2.005128039,3.123410638,0,3.237837247,6
0,0,1.94627106,3.018983527,0,3.123410638,6
0,0,1.88981251,2.923815763,0,3.018983527,6
0,0,1.835391286,2.837230919,0,2.923815763,6
0,0,1.782662884,2.758611513,0,2.837230919,6
0,0,1.731297167,2.687394635,0,2.758611513,6
0,0,1.680976247,2.623067944,0,2.687394635,6
0,0,1.631392474,2.565166023,0,2.623067944,6
0,0,1.582246497,2.513267046,0,2.565166023,6
0,0,1.533245416,2.466989745,0,2.513267046,6
0,0,1.484100977,2.425990662,0,2.466989745,6
0,0,1.434527836,2.389961641,0,2.425990662,6
0,0,1.384241846,2.358627579,0,2.389961641,6
0,0,1.332958387,2.33174438,0,2.358627579,6
0,0,1.280390703,2.309097131,0,2.33174438,6
0,0,1.226248259,2.290498466,0,2.309097131,6
0,0,1.170235091,2.275787113,0,2.290498466,6
0,0,1.112048142,2.26482661,0,2.275787113,6
0,0,1.051375591,2.257504192,0,2.26482661,6
0,0,0.987895138,2.251489632,0,2.257504192,6
0,0,0.921390165,2.236781145,0,2.251489632,6
0,0,0.852159061,2.213548945,0,2.236781145,6
0,0,0.780506962,2.181994246,0,2.213548945,6
0,0,0.706744473,2.142348072,0,2.181994246,6
0,0,0.631186389,2.094869972,0,2.142348072,6
0,0,0.554150411,2.03984664,0,2.094869972,6
0,0,0.475955872,1.977590443,0,2.03984664,6
0,0,0.396922474,1.90843787,0,1.977590443,6
0,0,0.317369032,1.832747909,0,1.90843787,6
0,0,0.237612249,1.750900359,0,1.832747909,6
0,0,0.157965507,1.663294075,0,1.750900359,6
0,0,0.078737687,1.570345168,0,1.663294075,6
0,0,0.00023203,1.472485161,0,1.570345168,6
0,0,-0.077254977,1.370159109,0,1.472485161,6
0,0,-0.153434665,1.263823684,0,1.370159109,6
0,0,-0.22802721,1.153945251,0,1.263823684,6
0,0,-0.300762603,1.040997919,0,1.153945251,6
0,0,-0.371381578,0.9254616,0,1.040997919,6
0,0,-0.439636482,0.807820058,0,0.9254616,6
0,0,-0.505292089,0.688558977,0,0.807820058,6
0,0,-0.568126356,0.568164044,0,0.688558977,6
0,0,-0.627931114,0.447119056,0,0.568164044,6
0,0,-0.684512701,0.325904058,0,0.447119056,6
0,0,-0.737692531,0.204993525,0,0.325904058,6
0,0,-0.787307586,0.084854582,0,0.204993525,6
0,0,-0.833210858,-0.034054716,0,0.084854582,6
0,0,-0.875271708,-0.151287058,0,-0.034054716,6
0,0,-0.913376163,-0.266407471,0,-0.151287058,6
0,0,-0.947427147,-0.378994863,0,-0.266407471,6
0,0,-0.977344636,-0.488643478,0,-0.378994863,6
0,0,-1.003065749,-0.594396916,0,-0.488643478,6
0,0,-1.024574635,-0.692510422,0,-0.594396916,6
0,0,-1.042051699,-0.783656605,0,-0.692510422,6
0,0,-1.055651441,-0.868458623,0,-0.783656605,6
0,0,-1.065503694,-0.947494464,0,-0.868458623,6
0,0,-1.071714707,-1.021300911,0,-0.947494464,6
0,0,-1.074368064,-1.090377215,0,-1.021300911,6
0,0,-1.073525477,-1.155188498,0,-1.090377215,6
0,0,-1.069227424,-1.216168919,0,-1.155188498,6
0,0,-1.061493661,-1.273724606,0,-1.216168919,6
0,0,-1.050323611,-1.328236403,0,-1.273724606,6
0,0,-1.035696622,-1.380062415,0,-1.328236403,6
0,0,-1.017572107,-1.429540402,0,-1.380062415,6
0,0,-0.995889565,-1.476229318,0,-1.429540402,6
0,0,-0.970608525,-1.516560341,0,-1.476229318,6
0,0,-0.941874219,-1.550458908,0,-1.516560341,6
0,0,-0.909843446,-1.577876485,0,-1.550458908,6
0,0,-0.874683812,-1.598790419,0,-1.577876485,6
0,0,-0.836572938,-1.613203689,0,-1.598790419,6
0,0,-0.795697635,-1.621144566,0,-1.613203689,6
0,0,-0.75225306,-1.622666166,0,-1.621144566,6
0,0,-0.706441844,-1.617845929,0,-1.622666166,6
0,0,-0.658473208,-1.606784997,0,-1.617845929,6
0,0,-0.608562061,-1.589607512,0,-1.606784997,6
0,0,-0.55692809,-1.566459835,0,-1.589607512,6
0,0,-0.50379484,-1.537509687,0,-1.566459835,6
0,0,-0.449388796,-1.502945218,0,-1.537509687,6
0,0,-0.393938458,-1.462974007,0,-1.502945218,6
0,0,-0.337673429,-1.417822004,0,-1.462974007,6
0,0,-0.280823504,-1.367732409,0,-1.417822004,6
0,0,-0.223617772,-1.3129645,0,-1.367732409,6
0,0,-0.166283734,-1.253792417,0,-1.3129645,6
0,0,-0.109046435,-1.190503897,0,-1.253792417,6
0,0,-0.052127621,-1.123398979,0,-1.190503897,6
0,0,0.004255082,-1.052788674,0,-1.123398979,6
0,0,0.059888964,-0.978993613,0,-1.052788674,6
0,0,0.114566995,-0.902342667,0,-0.978993613,6
0,0,0.168088556,-0.823171568,0,-0.902342667,6
0,0,0.220260141,-0.741821503,0,-0.823171568,6
0,0,0.270896017,-0.658637719,0,-0.741821503,6
0,0,0.319818845,-0.573968122,0,-0.658637719,6
0,0,0.366860265,-0.488161892,0,-0.573968122,6
0,0,0.411861431,-0.401568098,0,-0.488161892,6
0,0,0.454673511,-0.314534348,0,-0.401568098,6
0,0,0.495158136,-0.227405448,0,-0.314534348,6
0,0,0.533187798,-0.140522097,0,-0.227405448,6
0,0,0.568646213,-0.054219613,0,-0.140522097,6
0,0,-1.898,-3.5,0,NaN,7
0,0,-1.813684211,-3.37855434,0,-3.5,7
0,0,-1.731322625,-3.268690436,0,-3.37855434,7
0,0,-1.650408529,-3.169615811,0,-3.268690436,7
0,0,-1.570450251,-3.080611339,0,-3.169615811,7
0,0,-1.490968089,-3.001026083,0,-3.080611339,7
0,0,-1.411491352,-2.930272605,0,-3.001026083,7
0,0,-1.331555497,-2.867822714,0,-2.930272605,7
0,0,-1.250699328,-2.813203603,0,-2.867822714,7
0,0,-1.168462261,-2.765994373,0,-2.813203603,7
0,0,-1.084381623,-2.725822891,0,-2.765994373,7
0,0,-0.997989977,-2.691991007,0,-2.725822891,7
0,0,-0.908832029,-2.64811022,0,-2.691991007,7
0,0,-0.817291071,-2.594482002,0,-2.64811022,7
0,0,-0.723754706,-2.531441883,0,-2.594482002,7
0,0,-0.628613276,-2.459357706,0,-2.531441883,7
0,0,-0.532258306,-2.378627773,0,-2.459357706,7
0,0,-0.435080966,-2.289678901,0,-2.378627773,7
0,0,-0.337470548,-2.192964382,0,-2.289678901,7
0,0,-0.239812978,-2.088961878,0,-2.192964382,7
0,0,-0.142489351,-1.978171244,0,-2.088961878,7
0,0,-0.045874515,-1.861112289,0,-1.978171244,7
0,0,0.049664315,-1.738322493,0,-1.861112289,7
0,0,0.143768884,-1.610354684,0,-1.738322493,7
0,0,0.236091177,-1.477774686,0,-1.610354684,7
0,0,0.326294644,-1.341158943,0,-1.477774686,7
0,0,0.414055359,-1.201092135,0,-1.341158943,7
0,0,0.499063122,-1.058164797,0,-1.201092135,7
0,0,0.581022486,-0.912970938,0,-1.058164797,7
0,0,0.659653719,-0.766105684,0,-0.912970938,7
0,0,0.734693687,-0.618162944,0,-0.766105684,7
0,0,0.805896668,-0.469733111,0,-0.618162944,7
0,0,0.873035077,-0.321400809,0,-0.469733111,7
0,0,0.935900124,-0.17374269,0,-0.321400809,7
0,0,0.994302377,-0.027325289,0,-0.17374269,7
0,0,1.048072255,0.108400561,0,-0.027325289,7
0,0,1.097528659,0.233256987,0,0.108400561,7
0,0,1.143016642,0.348114832,0,0.233256987,7
0,0,1.18485358,0.453775194,0,0.348114832,7
0,0,1.223331389,0.550975017,0,0.453775194,7
0,0,1.258718567,0.640392229,0,0.550975017,7
0,0,1.291262058,0.72265047,0,0.640392229,7
0,0,1.321188984,0.798323445,0,0.72265047,7
0,0,1.348708223,0.86793892,0,0.798323445,7
0,0,1.37401187,0.93198241,0,0.86793892,7
0,0,1.397276579,0.990900556,0,0.93198241,7
0,0,1.418664791,1.045104249,0,0.990900556,7
0,0,1.438325872,1.09497149,0,1.045104249,7
0,0,1.456397155,1.14085003,0,1.09497149,7
0,0,1.473004898,1.183059789,0,1.14085003,7
0,0,1.488265167,1.221895096,0,1.183059789,7
0,0,1.502284645,1.257626734,0,1.221895096,7
0,0,1.515161377,1.290503832,0,1.257626734,7
0,0,1.526985458,1.3207556,0,1.290503832,7
0,0,1.537839661,1.348592929,0,1.3207556,7
0,0,1.547800016,1.374209863,0,1.348592929,7
0,0,1.556936339,1.397784946,0,1.374209863,7
0,0,1.565312729,1.419482472,0,1.397784946,7
0,0,1.572988005,1.439453629,0,1.419482472,7
0,0,1.58001613,1.457837553,0,1.439453629,7
0,0,1.586446582,1.474762294,0,1.457837553,7
0,0,1.592324702,1.490345714,0,1.474762294,7
0,0,1.597692017,1.504696305,0,1.490345714,7
0,0,1.602586528,1.517913945,0,1.504696305,7
0,0,1.60704298,1.530090593,0,1.517913945,7
0,0,1.611093106,1.54131093,0,1.530090593,7
0,0,1.614765852,1.551652951,0,1.54131093,7
0,0,1.618087584,1.561188502,0,1.551652951,7
0,0,1.621082272,1.569983783,0,1.561188502,7
0,0,1.623771666,1.57809981,0,1.569983783,7
0,0,1.626175448,1.585592836,0,1.57809981,7
0,0,1.628311375,1.592514742,0,1.585592836,7
0,0,1.630195408,1.598913397,0,1.592514742,7
0,0,1.63184183,1.604832992,0,1.598913397,7
0,0,1.633263348,1.610314344,0,1.604832992,7
0,0,1.63447119,1.615395177,0,1.610314344,7
0,0,1.635475191,1.620110388,0,1.615395177,7
0,0,1.636283865,1.624492279,0,1.620110388,7
0,0,1.636904475,1.628570789,0,1.624492279,7
0,0,1.63734309,1.632373693,0,1.628570789,7
0,0,-2.394,-3.5,0,NaN,8
0,0,-2.335789474,-3.353127136,0,-3.5,8
0,0,-2.282245386,-3.21801765,0,-3.353127136,8
0,0,-2.232994214,-3.093729169,0,-3.21801765,8
0,0,-2.187692375,-2.9793948,0,-3.093729169,8
0,0,-2.146023826,-2.87421708,0,-2.9793948,8
0,0,-2.107697865,-2.777462418,0,-2.87421708,8
0,0,-2.072447099,-2.688455974,0,-2.777462418,8
0,0,-2.04002558,-2.606576953,0,-2.688455974,8
0,0,-2.010207086,-2.531254278,0,-2.606576953,8
0,0,-1.98278355,-2.461962605,0,-2.531254278,8
0,0,-1.9575636,-2.398218657,0,-2.461962605,8
0,0,-1.934371228,-2.339577856,0,-2.398218657,8
0,0,-1.913044563,-2.285631222,0,-2.339577856,8
0,0,-1.893434739,-2.236002519,0,-2.285631222,8
0,0,-1.875404856,-2.190345632,0,-2.236002519,8
0,0,-1.858829026,-2.148342153,0,-2.190345632,8
0,0,-1.843591493,-2.10969916,0,-2.148342153,8
0,0,-1.829585826,-2.074147176,0,-2.10969916,8
0,0,-1.816714176,-2.041438285,0,-2.074147176,8
0,0,-1.804886592,-2.011344408,0,-2.041438285,8
0,0,-1.794020391,-1.983655712,0,-2.011344408,8
0,0,-1.784039584,-1.958179142,0,-1.983655712,8
0,0,-1.774874344,-1.934737082,0,-1.958179142,8
0,0,-1.766460516,-1.913166109,0,-1.934737082,8
0,0,-1.758739169,-1.893315859,0,-1.913166109,8
0,0,-1.751656185,-1.875047978,0,-1.893315859,8
0,0,-1.745161881,-1.858235156,0,-1.875047978,8
0,0,-1.739210656,-1.842760237,0,-1.858235156,8
0,0,-1.733760678,-1.82851541,0,-1.842760237,8
0,0,-1.728773586,-1.81540145,0,-1.82851541,8
0,0,-1.724214225,-1.803327031,0,-1.81540145,8
0,0,-1.720050393,-1.792208086,0,-1.803327031,8
0,0,-1.71625262,-1.781967227,0,-1.792208086,8
0,0,-1.712793956,-1.772533201,0,-1.781967227,8
0,0,-1.709649786,-1.763840395,0,-1.772533201,8
0,0,-1.706797648,-1.755828381,0,-1.763840395,8
0,0,-1.704217083,-1.748441494,0,-1.755828381,8
0,0,-1.701889483,-1.741628446,0,-1.748441494,8
0,0,-1.699797958,-1.735341967,0,-1.741628446,8
0,0,-1.697927221,-1.729538479,0,-1.735341967,8
0,0,-1.696263471,-1.724177795,0,-1.729538479,8
0,0,-1.694794296,-1.719222834,0,-1.724177795,8
0,0,-1.693508583,-1.714639369,0,-1.719222834,8
0,0,-1.692396437,-1.710395789,0,-1.714639369,8
0,0,-1.691449102,-1.706462881,0,-1.710395789,8
0,0,-1.690658903,-1.702813625,0,-1.706462881,8
0,0,-1.690019181,-1.699423011,0,-1.702813625,8
0,0,-1.689524243,-1.696267863,0,-1.699423011,8
0,0,-1.689169315,-1.693326685,0,-1.696267863,8
0,0,-1.688950506,-1.69057951,0,-1.693326685,8
0,0,-1.688864769,-1.688007763,0,-1.69057951,8
0,0,-1.688909875,-1.685594136,0,-1.688007763,8
0,0,-1.689084387,-1.68332247,0,-1.685594136,8
0,0,-1.689387646,-1.681177645,0,-1.68332247,8
0,0,-1.689819752,-1.679145479,0,-1.681177645,8
0,0,-1.690381555,-1.677212633,0,-1.679145479,8
0,0,-1.691074657,-1.675366521,0,-1.677212633,8
0,0,-1.691901401,-1.673595228,0,-1.675366521,8
0,0,-1.692864883,-1.671887431,0,-1.673595228,8
0,0,1.898,3.5,0,NaN,9
0,0,1.813684211,3.37855434,0,3.5,9
0,0,1.731322625,3.268690436,0,3.37855434,9
0,0,1.650408529,3.169615811,0,3.268690436,9
0,0,1.570450251,3.080611339,0,3.169615811,9
0,0,1.490968089,3.001026083,0,3.080611339,9
0,0,1.411491352,2.930272605,0,3.001026083,9
0,0,1.331555497,2.867822714,0,2.930272605,9
0,0,1.250699328,2.813203603,0,2.867822714,9
0,0,1.168462261,2.765994373,0,2.813203603,9
0,0,1.084381623,2.725822891,0,2.765994373,9
0,0,0.997989977,2.691991007,0,2.725822891,9
0,0,0.908832029,2.64811022,0,2.691991007,9
0,0,0.817291071,2.594482002,0,2.64811022,9
0,0,0.723754706,2.531441883,0,2.594482002,9
0,0,0.628613276,2.459357706,0,2.531441883,9
0,0,0.532258306,2.378627773,0,2.459357706,9
0,0,0.435080966,2.289678901,0,2.378627773,9
0,0,0.337470548,2.192964382,0,2.289678901,9
0,0,0.239812978,2.088961878,0,2.192964382,9
0,0,0.142489351,1.978171244,0,2.088961878,9
0,0,0.045874515,1.861112289,0,1.978171244,9
0,0,-0.049664315,1.738322493,0,1.861112289,9
0,0,-0.143768884,1.610354684,0,1.738322493,9
0,0,-0.236091177,1.477774686,0,1.610354684,9
0,0,-0.326294644,1.341158943,0,1.477774686,9
0,0,-0.414055359,1.201092135,0,1.341158943,9
0,0,-0.499063122,1.058164797,0,1.201092135,9
0,0,-0.581022486,0.912970938,0,1.058164797,9
0,0,-0.659653719,0.766105684,0,0.912970938,9
0,0,-0.734693687,0.618162944,0,0.766105684,9
0,0,-0.805896668,0.469733111,0,0.618162944,9
0,0,-0.873035077,0.321400809,0,0.469733111,9
0,0,-0.935900124,0.17374269,0,0.321400809,9
0,0,-0.994302377,0.027325289,0,0.17374269,9
0,0,-1.048072255,-0.108400561,0,0.027325289,9
0,0,-1.097528659,-0.233256987,0,-0.108400561,9
0,0,-1.143016642,-0.348114832,0,-0.233256987,9
0,0,-1.18485358,-0.453775194,0,-0.348114832,9
0,0,-1.223331389,-0.550975017,0,-0.453775194,9
0,0,-1.258718567,-0.640392229,0,-0.550975017,9
0,0,-1.291262058,-0.72265047,0,-0.640392229,9
0,0,-1.321188984,-0.798323445,0,-0.72265047,9
0,0,-1.348708223,-0.86793892,0,-0.798323445,9
0,0,-1.37401187,-0.93198241,0,-0.86793892,9
0,0,-1.397276579,-0.990900556,0,-0.93198241,9
0,0,-1.418664791,-1.045104249,0,-0.990900556,9
0,0,-1.438325872,-1.09497149,0,-1.045104249,9
0,0,-1.456397155,-1.14085003,0,-1.09497149,9
0,0,-1.473004898,-1.183059789,0,-1.14085003,9
0,0,-1.488265167,-1.221895096,0,-1.183059789,9
0,0,-1.502284645,-1.257626734,0,-1.221895096,9
0,0,-1.515161377,-1.290503832,0,-1.257626734,9
0,0,-1.526985458,-1.3207556,0,-1.290503832,9
0,0,-1.537839661,-1.348592929,0,-1.3207556,9
0,0,-1.547800016,-1.374209863,0,-1.348592929,9
0,0,-1.556936339,-1.397784946,0,-1.374209863,9
0,0,-1.565312729,-1.419482472,0,-1.397784946,9
0,0,-1.572988005,-1.439453629,0,-1.419482472,9
0,0,-1.58001613,-1.457837553,0,-1.439453629,9
0,0,-1.586446582,-1.474762294,0,-1.457837553,9
0,0,-1.592324702,-1.490345714,0,-1.474762294,9
0,0,-1.597692017,-1.504696305,0,-1.490345714,9
0,0,-1.602586528,-1.517913945,0,-1.504696305,9
0,0,-1.60704298,-1.530090593,0,-1.517913945,9
0,0,-1.611093106,-1.54131093,0,-1.530090593,9
0,0,-1.614765852,-1.551652951,0,-1.54131093,9
0,0,-1.618087584,-1.561188502,0,-1.551652951,9
0,0,-1.621082272,-1.569983783,0,-1.561188502,9
0,0,-1.623771666,-1.57809981,0,-1.569983783,9
0,0,-1.626175448,-1.585592836,0,-1.57809981,9
0,0,-1.628311375,-1.592514742,0,-1.585592836,9
0,0,-1.630195408,-1.598913397,0,-1.592514742,9
0,0,-1.63184183,-1.604832992,0,-1.598913397,9
0,0,-1.633263348,-1.610314344,0,-1.604832992,9
0,0,-1.63447119,-1.615395177,0,-1.610314344,9
0,0,-1.635475191,-1.620110388,0,-1.615395177,9
0,0,-1.636283865,-1.624492279,0,-1.620110388,9
0,0,-1.636904475,-1.628570789,0,-1.624492279,9
0,0,-1.63734309,-1.632373693,0,-1.628570789,9
0,0,2.394,3.5,0,NaN,10
0,0,2.335789474,3.353127136,0,3.5,10
0,0,2.282245386,3.21801765,0,3.353127136,10
0,0,2.232994214,3.093729169,0,3.21801765,10
0,0,2.187692375,2.9793948,0,3.093729169,10
0,0,2.146023826,2.87421708,0,2.9793948,10
0,0,2.107697865,2.777462418,0,2.87421708,10
0,0,2.072447099,2.688455974,0,2.777462418,10
0,0,2.04002558,2.606576953,0,2.688455974,10
0,0,2.010207086,2.531254278,0,2.606576953,10
0,0,1.98278355,2.461962605,0,2.531254278,10
0,0,1.9575636,2.398218657,0,2.461962605,10
0,0,1.934371228,2.339577856,0,2.398218657,10
0,0,1.913044563,2.285631222,0,2.339577856,10
0,0,1.893434739,2.236002519,0,2.285631222,10
0,0,1.875404856,2.190345632,0,2.236002519,10
0,0,1.858829026,2.148342153,0,2.190345632,10
0,0,1.843591493,2.10969916,0,2.148342153,10
0,0,1.829585826,2.074147176,0,2.10969916,10
0,0,1.816714176,2.041438285,0,2.074147176,10
0,0,1.804886592,2.011344408,0,2.041438285,10
0,0,1.794020391,1.983655712,0,2.011344408,10
0,0,1.784039584,1.958179142,0,1.983655712,10
0,0,1.774874344,1.934737082,0,1.958179142,10
0,0,1.766460516,1.913166109,0,1.934737082,10
0,0,1.758739169,1.893315859,0,1.913166109,10
0,0,1.751656185,1.875047978,0,1.893315859,10
0,0,1.745161881,1.858235156,0,1.875047978,10
0,0,1.739210656,1.842760237,0,1.858235156,10
0,0,1.733760678,1.82851541,0,1.842760237,10
0,0,1.728773586,1.81540145,0,1.82851541,10
0,0,1.724214225,1.803327031,0,1.81540145,10
0,0,1.720050393,1.792208086,0,1.803327031,10
0,0,1.71625262,1.781967227,0,1.792208086,10
0,0,1.712793956,1.772533201,0,1.781967227,10
0,0,1.709649786,1.763840395,0,1.772533201,10
0,0,1.706797648,1.755828381,0,1.763840395,10
0,0,1.704217083,1.748441494,0,1.755828381,10
0,0,1.701889483,1.741628446,0,1.748441494,10
0,0,1.699797958,1.735341967,0,1.741628446,10
0,0,1.697927221,1.729538479,0,1.735341967,10
0,0,1.696263471,1.724177795,0,1.729538479,10
0,0,1.694794296,1.719222834,0,1.724177795,10
0,0,1.693508583,1.714639369,0,1.719222834,10
0,0,1.692396437,1.710395789,0,1.714639369,10
0,0,1.691449102,1.706462881,0,1.710395789,10
0,0,1.690658903,1.702813625,0,1.706462881,10
0,0,1.690019181,1.699423011,0,1.702813625,10
0,0,1.689524243,1.696267863,0,1.699423011,10
0,0,1.689169315,1.693326685,0,1.696267863,10
0,0,1.688950506,1.69057951,0,1.693326685,10
0,0,1.688864769,1.688007763,0,1.69057951,10
0,0,1.688909875,1.685594136,0,1.688007763,10
0,0,1.689084387,1.68332247,0,1.685594136,10
0,0,1.689387646,1.681177645,0,1.68332247,10
0,0,1.689819752,1.679145479,0,1.681177645,10
0,0,1.690381555,1.677212633,0,1.679145479,10
0,0,1.691074657,1.675366521,0,1.677212633,10
0,0,1.691901401,1.673595228,0,1.675366521,10
0,0,1.692864883,1.671887431,0,1.673595228,10
