eps_pi,eps_y,pi,y,Epi_lead,y_lag,path_number
0,0,87.27925007,-31.39538589,0,-29.14678014,4
0,0,93.52528354,-33.80800876,0,-31.39538589,4
0,0,100.2270358,-36.3966184,0,-33.80800876,4
0,0,107.4177544,-39.1740575,0,-36.3966184,4
0,0,115.1331129,-42.15410552,0,-39.1740575,4
0,0,123.4113876,-45.35154703,0,-42.15410552,4
0,0,132.2936473,-48.78224511,0,-45.35154703,4
0,0,141.8239574,-52.46321996,0,-48.78224511,4
0,0,152.0495983,-56.41273344,0,-52.46321996,4
0,0,163.0213,-60.6503796,0,-56.41273344,4
0,0,174.7934937,-65.19718193,0,-60.6503796,4
0,0,187.4245819,-70.07569763,0,-65.19718193,4
0,0,200.9772282,-75.31012954,0,-70.07569763,4
0,0,215.518668,-80.9264462,0,-75.31012954,4
0,0,231.1210425,-86.95251072,0,-80.9264462,4
0,0,247.8617558,-93.41821893,0,-86.95251072,4
0,0,265.8238597,-100.3556478,0,-93.41821893,4
0,0,285.0964654,-107.7992145,0,-100.3556478,4
0,0,305.7751854,-115.7858472,0,-107.7992145,4
0,0,327.9626081,-124.3551681,0,-115.7858472,4
0,0,351.7688069,-133.5496905,0,-124.3551681,4
0,0,377.3118857,-143.4150289,0,-133.5496905,4
0,0,-2.2,-3.5,0,NaN,5
0,0,-2.131578947,-3.363072454,0,-3.5,5
0,0,-2.0667635,-3.237837247,0,-3.363072454,5
0,0,-2.005128039,-3.123410638,0,-3.237837247,5
0,0,-1.94627106,-3.018983527,0,-3.123410638,5
0,0,-1.88981251,-2.923815763,0,-3.018983527,5
0,0,-1.835391286,-2.837230919,0,-2.923815763,5
0,0,-1.782662884,-2.758611513,0,-2.837230919,5
0,0,-1.731297167,-2.687394635,0,-2.758611513,5
0,0,-1.680976247,-2.623067944,0,-2.687394635,5
0,0,-1.631392474,-2.565166023,0,-2.623067944,5
0,0,-1.582246497,-2.513267046,0,-2.565166023,5
0,0,-1.533245416,-2.466989745,0,-2.513267046,5
0,0,-1.484100977,-2.425990662,0,-2.466989745,5
0,0,-1.434527836,-2.389961641,0,-2.425990662,5
0,0,-1.384241846,-2.358627579,0,-2.389961641,5
0,0,-1.332958387,-2.33174438,0,-2.358627579,5
0,0,-1.280390703,-2.309097131,0,-2.33174438,5
0,0,-1.226248259,-2.290498466,0,-2.309097131,5
0,0,-1.170235091,-2.275787113,0,-2.290498466,5
0,0,-1.112048142,-2.26482661,0,-2.275787113,5
0,0,-1.051375591,-2.257504192,0,-2.26482661,5
0,0,-0.987895138,-2.251489632,0,-2.257504192,5
0,0,-0.921390165,-2.236781145,0,-2.251489632,5
0,0,-0.852159061,-2.213548945,0,-2.236781145,5
0,0,-0.780506962,-2.181994246,0,-2.213548945,5
0,0,-0.706744473,-2.142348072,0,-2.181994246,5
0,0,-0.631186389,-2.094869972,0,-2.142348072,5
0,0,-0.554150411,-2.03984664,0,-2.094869972,5
0,0,-0.475955872,-1.977590443,0,-2.03984664,5
0,0,-0.396922474,-1.90843787,0,-1.977590443,5
0,0,-0.317369032,-1.832747909,0,-1.90843787,5
0,0,-0.237612249,-1.750900359,0,-1.832747909,5
0,0,-0.157965507,-1.663294075,0,-1.750900359,5
0,0,-0.078737687,-1.570345168,0,-1.663294075,5
0,0,-0.00023203,-1.472485161,0,-1.570345168,5
0,0,0.077254977,-1.370159109,0,-1.472485161,5
0,0,0.153434665,-1.263823684,0,-1.370159109,5
0,0,0.22802721,-1.153945251,0,-1.263823684,5
0,0,0.300762603,-1.040997919,0,-1.153945251,5
0,0,0.371381578,-0.9254616,0,-1.040997919,5
0,0,0.439636482,-0.807820058,0,-0.9254616,5
0,0,0.505292089,-0.688558977,0,-0.807820058,5
0,0,0.568126356,-0.568164044,0,-0.688558977,5
0,0,0.627931114,-0.447119056,0,-0.568164044,5
0,0,0.684512701,-0.325904058,0,-0.447119056,5
0,0,0.737692531,-0.204993525,0,-0.325904058,5
0,0,0.787307586,-0.084854582,0,-0.204993525,5
0,0,0.833210858,0.034054716,0,-0.084854582,5
0,0,0.875271708,0.151287058,0,0.034054716,5
0,0,0.913376163,0.266407471,0,0.151287058,5
0,0,0.947427147,0.378994863,0,0.266407471,5
0,0,0.977344636,0.488643478,0,0.378994863,5
0,0,1.003065749,0.594396916,0,0.488643478,5
0,0,1.024574635,0.692510422,0,0.594396916,5
0,0,1.042051699,0.783656605,0,0.692510422,5
0,0,1.055651441,0.868458623,0,0.783656605,5
0,0,1.065503694,0.947494464,0,0.868458623,5
0,0,1.071714707,1.021300911,0,0.947494464,5
0,0,1.074368064,1.090377215,0,1.021300911,5
0,0,1.073525477,1.155188498,0,1.090377215,5
0,0,1.069227424,1.216168919,0,1.155188498,5
0,0,1.061493661,1.273724606,0,1.216168919,5
0,0,1.050323611,1.328236403,0,1.273724606,5
0,0,1.035696622,1.380062415,0,1.328236403,5
0,0,1.017572107,1.429540402,0,1.380062415,5
0,0,0.995889565,1.476229318,0,1.429540402,5
0,0,0.970608525,1.516560341,0,1.476229318,5
0,0,0.941874219,1.550458908,0,1.516560341,5
0,0,0.909843446,1.577876485,0,1.550458908,5
0,0,0.874683812,1.598790419,0,1.577876485,5
0,0,0.836572938,1.613203689,0,1.598790419,5
0,0,0.795697635,1.621144566,0,1.613203689,5
0,0,0.75225306,1.622666166,0,1.621144566,5
0,0,0.706441844,1.617845929,0,1.622666166,5
0,0,0.658473208,1.606784997,0,1.617845929,5
0,0,0.608562061,1.589607512,0,1.606784997,5
0,0,0.55692809,1.566459835,0,1.589607512,5
0,0,0.50379484,1.537509687,0,1.566459835,5
0,0,0.449388796,1.502945218,0,1.537509687,5
0,0,0.393938458,1.462974007,0,1.502945218,5
0,0,0.337673429,1.417822004,0,1.462974007,5
0,0,0.280823504,1.367732409,0,1.417822004,5
0,0,0.223617772,1.3129645,0,1.367732409,5
0,0,0.166283734,1.253792417,0,1.3129645,5
0,0,0.109046435,1.190503897,0,1.253792417,5
0,0,0.052127621,1.123398979,0,1.190503897,5
0,0,-0.004255082,1.052788674,0,1.123398979,5
0,0,-0.059888964,0.978993613,0,1.052788674,5
0,0,-0.114566995,0.902342667,0,0.978993613,5
0,0,-0.168088556,0.823171568,0,0.902342667,5
0,0,-0.220260141,0.741821503,0,0.823171568,5
0,0,-0.270896017,0.658637719,0,0.741821503,5
0,0,-0.319818845,0.573968122,0,0.658637719,5
0,0,-0.366860265,0.488161892,0,0.573968122,5
0,0,-0.411861431,0.401568098,0,0.488161892,5
0,0,-0.454673511,0.314534348,0,0.401568098,5
0,0,-0.495158136,0.227405448,0,0.314534348,5
0,0,-0.533187798,0.140522097,0,0.227405448,5
0,0,-0.568646213,0.054219613,0,0.140522097,5
0,0,2.2,3.5,0,NaN,6
0,0,2.131578947,3.363072454,0,3.5,6
0,0,2.0667635,3.237837247,0,3.363072454,6
