y_lag,y,pi,Epi_lead,Rsq_Epi,version,path_number
-3.5,-2.6267245546984763,-0.4713154750666718,-0.36299722439908305,0.9998653025137364,Average,4
-3.49,-2.619519524365883,-0.4700870156467571,-0.3619518795231194,0.9998653025137364,Average,4
-3.48,-2.6123144940332894,-0.46885855622684225,-0.3609065346471557,0.9998653025137364,Average,4
-3.47,-2.605109463700696,-0.46763009680692746,-0.3598611897711921,0.9998653025137364,Average,4
-3.46,-2.597904433368103,-0.46640163738701274,-0.35881584489522844,0.9998653025137364,Average,4
-3.45,-2.5906994030355097,-0.465173177967098,-0.35777050001926464,0.9998653025137364,Average,4
-3.44,-2.5834943727029165,-0.4639447185471831,-0.3567251551433011,0.9998653025137364,Average,4
-3.43,-2.5762905673344516,-0.46272429956433664,-0.35569506826090447,0.9998653025137364,Average,4
-3.42,-2.569089669289818,-0.46152296371524637,-0.3547011946253278,0.9998653025137364,Average,4
-3.41,-2.561888771245185,-0.46032162786615627,-0.35370732098975133,0.9998653025137364,Average,4
-3.4,-2.5546878732005522,-0.459120292017066,-0.35271344735417476,0.9998653025137364,Average,4
-3.39,-2.5474869751559193,-0.4579189561679759,-0.35171957371859836,0.9998653025137364,Average,4
-3.38,-2.540286077111286,-0.45671762031888563,-0.35072570008302173,0.9998653025137364,Average,4
-3.37,-2.533085179066653,-0.4555162844697953,-0.34973182644744527,0.9998653025137364,Average,4
-3.36,-2.5258842810220195,-0.4543149486207052,-0.34873795281186865,0.9998653025137364,Average,4
-3.35,-2.518683382977387,-0.4531136127716149,-0.34774407917629213,0.9998653025137364,Average,4
-3.34,-2.5114824849327535,-0.4519122769225248,-0.3467502055407157,0.9998653025137364,Average,4
-3.33,-2.504281586888121,-0.4507109410734347,-0.34575633190513916,0.9998653025137364,Average,4
-3.32,-2.4970806888434876,-0.44950960522434436,-0.34476245826956253,0.9998653025137364,Average,4
-3.31,-2.4898797907988546,-0.44830826937525425,-0.3437685846339861,0.9998653025137364,Average,4
-3.3,-2.482678892754221,-0.447106933526164,-0.3427747109984096,0.9998653025137364,Average,4
-3.29,-2.475477994709588,-0.44590559767707394,-0.341780837362833,0.9998653025137364,Average,4
-3.28,-2.468277096664955,-0.4447042618279836,-0.3407869637272565,0.9998653025137364,Average,4
-3.27,-2.4610761986203222,-0.44350292597889346,-0.33979309009168,0.9998653025137364,Average,4
-3.26,-2.4538753005756893,-0.4423015901298032,-0.3387992164561034,0.9998653025137364,Average,4
-3.25,-2.4466744025310563,-0.44110025428071303,-0.33780534282052693,0.9998653025137364,Average,4
-3.24,-2.4394735044864233,-0.4398989184316229,-0.33681146918495036,0.9998653025137364,Average,4
-3.23,-2.4322726064417903,-0.43869758258253266,-0.3358175955493738,0.9998653025137364,Average,4
-3.22,-2.425071708397157,-0.43749624673344245,-0.33482372191379745,0.9998653025137364,Average,4
-3.21,-2.4178708103525235,-0.43629491088435224,-0.3338298482782209,0.9998653025137364,Average,4
-3.2,-2.410669912307891,-0.43509357503526197,-0.3328359746426442,0.9998653025137364,Average,4
-3.19,-2.4034690142632575,-0.43389223918617187,-0.3318421010070678,0.9998653025137364,Average,4
-3.18,-2.396268116218625,-0.4326909033370817,-0.3308482273714912,0.9998653025137364,Average,4
-3.17,-2.3890672181739916,-0.43148956748799144,-0.32985435373591465,0.9998653025137364,Average,4
-3.16,-2.3818663201293586,-0.43028823163890134,-0.3288604801003382,0.9998653025137364,Average,4
-3.15,-2.3746654220847256,-0.42908689578981113,-0.3278666064647617,0.9998653025137364,Average,4
-3.14,-2.3674645240400922,-0.4278855599407209,-0.3268727328291852,0.9998653025137364,Average,4
-3.13,-2.360220671484787,-0.4267048322874791,-0.3259013306474015,0.9998653025137364,Average,4
-3.12,-2.3529583742866556,-0.42553295378199285,-0.3249395776952916,0.9998653025137364,Average,4
-3.11,-2.345696077088524,-0.4243610752765068,-0.3239778247431817,0.9998653025137364,Average,4
-3.1,-2.3384337798903925,-0.4231891967710207,-0.32301607179107183,0.9998653025137364,Average,4
-3.09,-2.3311714826922607,-0.4220173182655345,-0.32205431883896185,0.9998653025137364,Average,4
-3.08,-2.32390918549413,-0.42084543976004846,-0.32109256588685203,0.9998653025137364,Average,4
-3.07,-2.316646888295998,-0.4196735612545623,-0.32013081293474194,0.9998653025137364,Average,4
-3.06,-2.3093845910978668,-0.4185016827490762,-0.319169059982632,0.9998653025137364,Average,4
-3.05,-2.302122293899735,-0.4173298042435902,-0.31820730703052214,0.9998653025137364,Average,4
-3.04,-2.2948599967016037,-0.41615792573810406,-0.31724555407841215,0.9998653025137364,Average,4
-3.03,-2.287597699503472,-0.41498604723261784,-0.31628380112630233,0.9998653025137364,Average,4
-3.02,-2.2803354023053406,-0.41381416872713184,-0.3153220481741924,0.9998653025137364,Average,4
-3.01,-2.2730731051072093,-0.41264229022164567,-0.31436029522208236,0.9998653025137364,Average,4
-3,-2.2658108079090775,-0.4114704117161596,-0.31339854226997244,0.9998653025137364,Average,4
-2.99,-2.258548510710946,-0.4102985332106735,-0.3124367893178625,0.9998653025137364,Average,4
-2.98,-2.251227358854695,-0.4091037238262382,-0.3114324943037543,0.9998653025137364,Average,4
-2.97,-2.2438957911981547,-0.40790485625060435,-0.3104206704102709,0.9998653025137364,Average,4
-2.96,-2.2365642235416145,-0.4067059886749704,-0.30940884651678763,0.9998653025137364,Average,4
-2.95,-2.229232655885075,-0.4055071210993364,-0.30839702262330415,0.9998653025137364,Average,4
-2.94,-2.2219010882285346,-0.4043082535237026,-0.3073851987298208,0.9998653025137364,Average,4
-2.93,-2.21455148850329,-0.40307580146951916,-0.3063649371736319,0.9998653025137364,Average,4
-2.92,-2.2071525203058227,-0.4017514013186649,-0.30532157485603073,0.9998653025137364,Average,4
-2.91,-2.199753552108355,-0.4004270011678107,-0.30427821253842974,0.9998653025137364,Average,4
-2.9,-2.1923555279465936,-0.399105869924712,-0.30324918245304266,0.9998653025137364,Average,4
-2.89,-2.184962421495916,-0.39780176721538885,-0.30229481244331147,0.9998653025137364,Average,4
-2.88,-2.177569315045238,-0.39649766450606555,-0.30134044243358027,0.9998653025137364,Average,4
-2.87,-2.1701762085945604,-0.3951935617967423,-0.300386072423849,0.9998653025137364,Average,4
-2.86,-2.1627831021438824,-0.3938894590874191,-0.29943170241411765,0.9998653025137364,Average,4
-2.85,-2.1553899956932048,-0.3925853563780959,-0.2984773324043865,0.9998653025137364,Average,4
-2.84,-2.1479968892425267,-0.39128125366877264,-0.29752296239465525,0.9998653025137364,Average,4
-2.83,-2.140603782791849,-0.38997715095944946,-0.2965685923849241,0.9998653025137364,Average,4
-2.82,-2.133210676341171,-0.38867304825012616,-0.29561422237519286,0.9998653025137364,Average,4
-2.81,-2.125817569890493,-0.38736894554080303,-0.2946598523654617,0.9998653025137364,Average,4
-2.8,-2.1184244634398155,-0.38606484283147985,-0.2937054823557304,0.9998653025137364,Average,4
-2.79,-2.111031356989138,-0.38476074012215666,-0.29275111234599915,0.9998653025137364,Average,4
-2.78,-2.10363825053846,-0.3834566374128333,-0.29179674233626784,0.9998653025137364,Average,4
-2.77,-2.0962451440877823,-0.3821525347035102,-0.29084237232653676,0.9998653025137364,Average,4
-2.76,-2.0888520376371043,-0.3808484319941869,-0.28988800231680545,0.9998653025137364,Average,4
-2.75,-2.0814589311864267,-0.3795443292848637,-0.28893363230707425,0.9998653025137364,Average,4
-2.74,-2.074065824735749,-0.3782402265755405,-0.28797926229734305,0.9998653025137364,Average,4
-2.73,-2.066672718285071,-0.3769361238662172,-0.28702489228761174,0.9998653025137364,Average,4
-2.72,-2.0592796118343935,-0.37563202115689415,-0.2860705222778806,0.9998653025137364,Average,4
-2.71,-2.0518865053837154,-0.3743279184475708,-0.28511615226814935,0.9998653025137364,Average,4
-2.7,-2.044493398933038,-0.37302381573824767,-0.284161782258418,0.9998653025137364,Average,4
-2.69,-2.03710029248236,-0.37171971302892437,-0.2832074122486869,0.9998653025137364,Average,4
-2.68,-2.029707186031682,-0.37041561031960124,-0.2822530422389556,0.9998653025137364,Average,4
